Hour_of_Day,Day_of_Week,Month,Consumption_Pattern,Voltage,Energy_Consumption_kWh
1,5,2,1,222,50.42836243
18,1,6,0,236,58.45949507
17,5,5,2,228,79.25941178
8,2,11,1,228,72.05732787
20,5,5,1,224,77.9862153
0,6,9,2,230,43.14988284
7,7,9,2,220,62.93417606
5,4,11,1,231,40.81912376
2,4,2,1,217,42.73122848
17,5,6,1,233,38.92447795
10,1,10,1,227,42.3163947
11,4,7,1,221,85.81743769
16,7,2,1,227,79.02208735
1,6,11,0,233,89.72915421
20,4,11,2,229,36.46341631
1,3,11,2,219,27.04220804
11,4,7,2,229,16.9435093
21,4,2,1,218,56.01019224
7,2,9,1,228,78.48376543
10,2,9,1,219,87.22140368
12,1,4,1,226,29.07218862
21,5,8,0,227,43.45695124
18,6,10,2,223,36.05310461
14,1,3,2,230,14.4306458
14,1,12,0,215,76.30018918
14,3,7,1,225,82.77492665
3,3,7,1,223,87.82666452
17,5,1,0,220,89.46108282
0,5,4,1,228,93.64598347
22,7,2,1,216,39.59790593
12,4,3,2,230,79.9490839
3,6,1,2,222,15.11679732
4,4,1,2,216,53.49384199
20,6,10,1,217,26.7486156
2,3,6,0,220,21.52075058
17,4,11,2,226,81.74242936
14,4,4,1,231,61.73467105
1,2,5,2,233,59.32765321
7,7,4,1,228,37.83497612
9,6,5,0,234,88.8230432
18,7,7,2,226,83.48194254
0,5,12,1,226,85.01227828
4,2,7,2,213,74.0155457
10,3,5,1,216,89.05557254
13,7,7,1,217,63.74519371
20,4,1,1,216,25.01294579
6,6,11,1,219,25.398936
23,7,3,1,219,79.58889146
6,5,2,2,214,25.59525961
2,7,10,0,228,76.78488116
4,4,8,2,226,26.03049291
18,5,12,1,230,62.37950908
4,5,3,2,220,77.42863861
19,2,4,0,215,44.5194555
8,4,12,1,220,63.77859598
16,2,11,1,226,61.32092525
2,4,2,2,233,27.65521582
13,2,9,0,214,97.16699296
9,5,3,1,221,67.90462835
18,4,7,1,225,53.06889001
6,1,8,2,215,27.80594992
4,7,7,1,229,40.36143416
10,1,12,2,230,68.10166358
9,7,10,1,226,59.83299259
13,1,10,0,222,62.58400279
2,4,6,2,223,28.8394114
17,5,1,0,217,21.92735017
1,1,10,0,220,71.57836766
2,5,5,0,236,38.26620769
7,1,8,1,211,38.26089957
12,7,8,1,230,81.87420972
23,6,2,2,219,80.09493509
10,1,1,0,220,85.71242967
7,2,5,0,231,16.84303759
9,2,10,2,225,85.67047795
4,5,11,1,232,42.82262601
16,3,4,1,212,93.34319597
10,5,5,1,233,64.42983612
18,2,8,2,231,86.7437096
8,6,9,1,217,92.77715995
3,3,4,1,234,69.71905428
12,1,2,0,222,48.81987374
1,3,4,2,222,42.34370929
19,7,3,1,217,28.87989176
21,6,9,2,233,74.94688506
17,6,12,1,228,39.86870803
21,1,6,0,223,50.24028688
7,6,10,2,229,17.63575987
4,6,3,2,230,35.84567152
20,3,10,1,223,69.54998631
11,2,11,0,223,49.85971434
14,3,4,1,221,63.53562714
16,2,10,1,221,93.16283186
13,6,4,2,228,91.0358582
9,7,5,1,219,24.22511103
0,5,1,1,220,71.78396889
23,5,3,0,226,52.62485668
17,2,9,0,218,86.92918794
9,4,12,2,236,73.40723764
5,7,4,1,223,91.20561769
3,5,11,2,225,64.50018198
19,1,3,2,218,49.59613509
7,2,10,2,227,96.81752787
9,7,6,1,220,48.16695822
12,4,12,0,221,67.80551997
3,3,5,2,233,43.89901913
20,5,1,2,222,52.44529649
2,2,11,1,218,77.13233184
2,1,10,1,215,65.00733223
12,5,4,0,226,34.28414171
0,3,12,1,214,58.2405779
10,1,1,2,221,53.24336207
11,5,9,1,219,49.52758611
16,7,10,1,214,26.37427561
16,6,12,1,224,80.66264418
1,2,12,1,230,60.54810469
11,7,3,1,226,76.53221832
11,5,5,1,231,58.89341038
2,7,12,2,232,10.91266093
6,3,7,1,224,89.9341162
7,2,2,0,227,60.024082
22,4,6,0,227,49.08380533
15,5,1,1,213,42.26936832
2,2,1,1,227,52.20419344
17,4,12,1,228,70.86480289
3,5,2,2,216,54.05494957
16,4,11,2,222,62.6206486
6,7,10,0,217,15.25997878
11,7,7,1,229,91.40728337
6,6,8,1,233,74.26542882
8,4,6,1,223,47.93523836
20,5,11,0,229,20.38861342
15,1,6,2,218,54.59441651
14,1,2,2,222,34.35852244
11,1,2,2,230,49.2074052
11,1,6,2,230,64.72753151
23,6,4,0,216,68.43770133
14,1,11,2,215,19.81212871
1,5,10,0,229,71.44036577
1,7,6,2,229,26.301459
16,1,5,1,235,33.22978342
15,4,12,2,227,11.94188641
5,2,12,0,229,73.89992024
22,6,9,2,226,36.86552193
13,7,1,2,224,66.32474875
16,2,10,0,217,53.40090414
14,1,7,1,216,33.27204554
12,3,6,1,238,25.037417
22,1,6,0,226,34.71343181
12,5,11,0,230,18.75429056
9,5,4,1,214,77.01597385
20,3,12,2,232,84.58320788
13,7,3,2,230,45.22839271
23,7,2,0,226,20.5353772
16,7,4,1,215,74.80398817
8,6,9,1,232,44.31164175
11,5,8,0,217,97.78665486
8,3,12,0,219,64.01999072
15,2,10,1,238,59.17850744
12,4,9,2,223,34.8655915
2,7,1,2,222,97.32958935
23,7,4,0,224,80.50367846
20,5,8,0,217,10.05055099
14,6,5,2,224,91.82967212
4,6,10,1,237,87.70917643
8,1,1,2,232,41.72034475
3,6,7,0,223,94.57967255
22,4,6,2,219,94.68513719
12,5,5,1,223,10.45678131
6,6,4,2,236,49.66712805
13,2,7,2,222,59.67848256
2,3,8,2,233,81.34307267
6,6,1,0,224,98.20461659
10,7,3,1,217,79.79987019
15,3,11,2,233,23.48187093
5,6,8,2,228,19.55047073
8,2,10,2,225,33.18354848
3,5,5,2,224,27.047376
23,5,2,1,220,87.98199163
12,2,7,2,236,27.71216926
5,6,9,1,236,67.37022603
19,3,5,1,238,84.61547686
2,4,9,0,219,25.61776912
23,7,8,0,224,22.10563562
3,5,1,1,231,24.25067871
11,1,11,2,229,43.98142673
18,1,12,2,223,79.0844454
16,6,5,0,234,30.94816221
15,2,3,1,222,51.76675913
4,4,7,1,226,92.0735649
8,7,10,2,215,94.05475425
1,3,8,0,226,37.17698912
22,3,5,0,223,75.81448786
4,5,11,2,228,86.59762984
3,5,12,1,219,99.71466832
12,5,4,2,213,41.35181706
13,4,10,2,226,77.62995658
10,2,9,2,228,68.07666988
1,2,2,1,230,89.89148567
1,4,1,2,223,43.76861257
18,2,10,1,221,76.35489118
5,1,4,1,221,73.64683432
19,3,6,1,229,86.04867618
13,4,11,2,237,43.64693241
14,4,9,2,219,42.38828357
12,5,5,1,232,56.46470095
13,2,4,1,234,82.17827957
23,4,4,2,218,14.49486179
10,5,9,1,228,76.55651505
4,4,7,1,220,69.2244214
23,2,9,2,227,27.48547591
14,7,11,1,222,44.95635599
20,6,3,2,230,89.94816137
17,5,9,2,216,13.3614114
16,4,3,2,223,58.32970343
10,1,11,2,235,58.42200518
12,1,8,2,234,43.31266243
1,7,5,2,219,43.22772886
17,6,2,0,228,54.98034585
16,3,3,2,233,24.72633109
5,2,11,0,221,19.59555072
17,7,7,1,227,65.60426749
23,6,7,2,226,15.97461285
17,6,4,2,221,36.04002093
19,6,11,0,234,97.92448035
2,5,9,0,220,46.97270238
5,3,11,2,225,97.81200367
5,2,8,1,227,97.293295
21,5,1,2,214,93.35550684
3,3,11,0,222,92.62644061
5,6,6,0,222,32.9811358
9,7,7,0,230,16.93791789
20,3,11,1,229,33.55433673
22,7,10,2,213,88.62017667
22,4,3,0,228,19.77059249
7,5,6,2,212,46.65789251
22,7,3,1,230,77.46086675
6,4,5,2,229,94.57521702
15,6,4,1,227,44.69331279
2,6,4,1,220,35.47487852
4,3,10,1,229,39.42600091
2,4,12,1,234,57.19425371
21,6,6,0,229,97.77259087
19,4,7,1,229,71.94059389
7,3,5,2,215,30.65293006
16,5,7,2,231,62.89733232
22,3,5,0,212,96.72552837
18,5,5,2,228,24.32267693
6,4,1,0,232,12.96786742
12,7,1,1,237,19.65604991
12,6,5,1,218,53.39050928
6,7,11,0,230,64.15408146
23,1,6,2,218,36.16023612
10,3,12,1,227,76.39244124
3,3,6,1,220,52.05241785
5,2,11,1,214,87.51178822
15,6,8,2,221,56.20365477
6,4,2,0,219,94.34483818
6,3,1,2,225,80.07557931
9,5,6,1,229,46.01677297
0,3,7,1,213,87.33786823
9,1,7,1,221,25.28321785
23,5,10,0,230,33.12996852
10,3,2,2,216,21.38975697
21,6,6,2,219,66.2174532
5,6,1,2,222,90.81162711
5,2,3,0,219,21.06954755
21,4,8,1,224,50.99185856
22,7,5,0,225,94.02098948
19,7,1,0,214,69.96407952
3,3,9,1,216,90.10165434
0,6,3,2,224,14.56860495
23,7,12,0,238,95.04222204
12,5,8,0,235,59.05470259
20,4,9,1,229,96.74683355
9,7,8,2,229,88.69735665
3,5,3,2,225,76.7874233
2,4,8,0,223,98.11941634
14,6,8,2,233,14.85632969
12,4,4,1,232,24.66848254
4,7,5,2,224,80.74064694
20,5,9,1,220,48.35529234
18,5,12,1,230,38.22836965
17,7,12,2,222,73.5653193
2,5,1,2,223,84.44478199
1,6,4,0,220,45.62883111
0,7,5,1,224,88.76489233
22,6,8,2,220,75.03818895
2,5,4,2,217,31.3962206
7,2,2,2,221,32.96064037
20,6,5,2,231,78.20040672
9,4,12,1,215,44.92344925
21,6,11,1,230,22.15639728
8,7,9,0,223,39.70146741
12,6,9,1,224,72.96522566
2,7,5,2,219,20.75090517
4,7,10,1,226,34.78796637
2,6,12,2,220,71.08218553
17,5,12,2,232,81.7703171
15,3,11,2,232,60.66454635
15,2,1,0,218,27.64572445
14,6,7,1,230,69.72842851
17,2,1,2,214,93.31542313
0,2,5,2,217,70.09682365
17,5,2,2,222,73.93181756
10,6,3,1,226,63.6121579
15,6,9,2,237,80.21418325
8,6,10,1,230,22.94780538
3,2,4,0,215,29.93485304
19,6,1,2,234,45.10291946
17,2,11,1,226,37.9201929
8,1,4,0,219,38.66489972
0,3,12,2,230,19.48658487
2,1,12,2,219,76.05918889
22,4,6,1,222,89.08248901
7,3,11,1,217,17.68043714
13,3,5,1,218,59.05169235
14,1,11,1,223,87.16825413
23,3,7,0,217,15.59855553
13,4,1,2,230,58.86936045
13,7,10,0,220,92.61567804
4,6,1,2,227,63.02517719
23,6,5,1,231,59.66955172
3,4,9,2,222,46.74510002
3,1,8,2,228,40.22942579
10,6,9,2,219,60.80522013
17,1,1,2,214,41.81575491
7,2,1,1,225,10.47639825
20,3,4,0,226,30.62731761
9,6,6,2,223,41.04831685
1,1,4,1,233,90.73716299
16,3,6,0,221,68.74604081
16,1,6,0,230,54.08381258
8,1,4,0,236,49.45679873
7,1,3,1,224,68.94170428
13,4,11,0,226,26.73728486
19,2,4,0,225,84.18095446
12,7,2,0,229,52.35777125
22,7,4,1,228,80.34601739
2,1,9,1,232,83.66476991
22,2,2,2,219,29.95937115
17,5,6,0,220,77.31893316
8,3,8,2,228,38.47488945
0,1,8,1,221,11.93976746
18,1,4,0,226,96.18669092
17,6,9,1,225,19.31478146
23,6,10,2,218,55.44176713
5,1,12,1,214,87.74310546
8,7,3,2,226,10.84845638
12,2,3,2,223,35.60158977
3,6,5,0,229,34.46609067
4,7,5,1,216,14.69417412
18,6,10,0,232,13.01205542
7,7,10,1,229,67.57490325
5,7,3,0,219,77.52284754
22,7,1,1,223,91.53853425
3,1,7,1,238,39.24528937
12,3,12,1,237,14.38130688
8,1,1,2,230,21.78206178
0,7,1,2,217,73.17219502
9,4,11,2,227,93.29191229
22,2,5,1,212,54.41522028
23,6,9,0,236,43.51926984
4,3,6,1,234,41.26528835
0,3,7,1,234,53.65536695
6,2,5,0,224,23.3475624
22,1,10,2,225,68.02195716
20,6,11,0,228,10.30187092
23,4,6,1,221,40.63532804
8,5,6,2,235,99.93092875
3,4,6,0,216,10.41602477
0,5,7,2,225,26.6517189
12,4,9,1,228,38.89145426
23,2,7,0,231,80.56504584
12,3,8,1,225,43.81184595
17,7,1,2,217,32.78740364
23,6,9,2,214,15.51846337
23,5,7,2,214,47.80468205
19,7,12,0,219,96.7593647
13,1,1,2,221,16.94669174
2,4,3,2,217,75.80686545
12,5,7,2,226,36.41206774
22,2,1,1,223,52.29029589
2,3,2,1,232,29.96883149
11,7,9,0,216,86.55164662
17,2,12,1,228,73.07663929
17,5,3,1,235,79.08019269
10,3,8,1,219,81.54182332
20,7,12,0,217,74.29469042
10,3,5,2,229,67.75194826
3,3,7,1,228,43.14529449
21,4,7,2,233,13.71653268
20,6,9,2,226,78.43590284
8,3,6,1,227,36.29029003
4,3,11,0,217,77.71336203
10,5,2,1,230,93.25484309
19,7,12,0,238,31.35485813
19,6,12,1,229,10.24731015
13,7,4,1,232,24.01457435
18,2,8,2,233,31.87333517
7,6,11,2,233,44.90917164
10,4,4,2,234,75.96748723
12,5,7,2,226,40.15970898
15,4,8,2,225,68.14398623
17,2,2,1,232,29.38952513
23,6,9,1,218,96.90123299
17,4,9,1,220,62.56408061
14,3,5,1,217,27.48578533
8,5,7,0,235,23.52832147
21,5,1,0,219,85.23956322
2,6,10,2,221,82.72128086
9,5,5,0,236,13.97539869
21,2,9,0,239,63.65194341
7,3,7,2,231,85.80692266
12,4,3,1,237,49.30889849
2,2,8,2,213,87.98134751
18,2,5,1,225,95.7496308
17,5,4,2,228,35.52000673
10,2,8,1,225,76.4409858
4,1,1,2,235,68.70941373
19,4,12,1,223,49.35763522
0,5,8,2,225,67.21105491
6,6,11,2,228,26.27212384
9,6,12,1,226,98.4706118
8,2,5,0,235,48.1238444
12,5,10,1,229,53.12009475
17,3,2,2,218,24.51757371
12,1,5,2,226,16.87822157
6,2,4,0,217,87.18985859
11,6,9,0,214,58.21296797
4,4,11,2,225,31.10073754
23,1,8,2,227,62.98084054
16,3,3,2,230,46.99352822
1,3,10,2,233,51.10423261
5,6,1,2,224,51.57626237
15,4,3,0,226,98.93895236
8,3,3,1,233,74.4772421
23,6,10,2,215,85.17539839
20,2,11,0,225,63.21689547
1,1,1,0,219,32.39754148
2,5,9,1,223,91.21280614
16,6,12,1,229,15.26334571
5,5,11,2,222,82.00673873
4,2,10,1,216,41.05456599
15,3,12,2,218,95.42619746
7,7,11,2,213,87.08224493
5,6,4,2,215,58.61451559
11,7,10,0,232,23.30547179
11,2,12,0,220,81.56058143
12,2,7,0,213,72.70038943
19,6,8,0,221,71.53352267
16,7,1,0,214,46.52067652
3,1,5,2,229,55.43829788
9,2,1,1,232,54.20754856
20,7,4,2,231,13.40636935
2,6,4,1,222,78.46752784
5,5,5,1,222,25.19208901
23,2,12,2,220,33.76789981
19,1,5,2,236,26.06628398
22,2,4,1,217,45.66804887
15,3,8,0,222,85.78417404
3,6,1,2,233,16.33560806
0,6,3,1,229,69.7050659
19,2,6,1,228,58.64067883
17,7,4,1,217,66.8573056
10,4,7,1,227,98.32711752
21,4,10,1,230,94.17779671
4,4,4,1,235,28.19307452
11,5,3,2,228,44.69047345
0,4,5,1,224,58.25675761
3,2,11,1,223,72.0105635
2,1,7,0,217,46.20489354
3,7,7,1,231,81.09588431
20,7,8,2,219,90.41872158
7,3,5,0,229,56.34641713
11,7,5,0,235,97.58144434
20,1,5,1,225,32.20636804
20,3,1,1,232,76.7387521
20,4,4,1,217,49.3728648
2,3,4,0,219,56.47468061
6,5,9,0,233,94.54070497
0,1,11,2,227,18.43424451
15,6,5,1,222,71.40390899
10,7,1,2,214,27.52030814
4,3,4,2,222,23.76382202
7,7,12,2,233,94.22770542
12,1,5,2,239,32.92092188
9,7,8,2,212,91.33462776
14,1,9,1,235,23.73050141
17,3,3,1,223,89.83606786
0,6,6,2,230,76.09891807
22,1,3,1,224,46.66587724
0,7,12,2,229,53.69751026
13,5,4,1,215,13.79850731
7,4,3,0,226,63.30251806
13,1,2,2,214,43.32416566
14,3,9,1,222,48.386252
13,5,9,2,227,75.0517358
23,2,9,1,224,54.23346981
12,7,7,1,225,46.48542949
14,3,8,2,226,12.60388481
19,3,3,2,230,85.33649617
14,7,1,1,233,40.05213216
0,5,10,2,225,93.17733611
0,1,3,1,233,50.57004567
9,6,12,2,229,53.31738859
0,5,12,1,231,21.09695441
10,7,1,2,221,46.93690844
9,7,10,1,221,51.80270738
10,6,7,1,224,57.85797838
12,1,9,1,228,49.39923656
4,5,1,1,229,83.93925219
1,1,10,2,218,62.17476163
21,6,6,2,235,53.11325966
4,7,3,2,230,59.94781058
22,6,9,1,226,38.19622399
6,4,8,0,225,80.09319554
19,7,7,2,219,45.06331031
2,7,5,0,236,61.31892018
1,4,4,1,221,31.76132633
18,2,8,2,228,94.98767102
16,1,5,1,216,94.79673047
14,6,5,1,221,91.3084459
9,7,9,0,227,45.84244783
20,4,7,1,225,76.91825238
22,4,9,2,215,26.2205135
4,5,10,0,237,18.79917512
2,4,7,1,218,82.17537524
23,2,11,0,230,61.76698451
5,5,5,0,221,13.46277641
21,5,7,2,227,41.12952396
22,4,4,0,222,38.02286113
13,5,5,0,228,52.71823964
21,4,5,1,224,21.51687756
0,3,4,2,230,38.498656
20,2,9,2,232,32.21147332
21,2,12,2,211,60.52159052
8,3,10,2,234,77.69097191
3,2,8,1,229,68.56115646
14,5,5,0,231,13.44038741
23,4,3,1,228,26.56043541
22,6,6,2,229,85.49928534
7,1,7,0,219,14.6967095
10,2,11,2,226,16.68847943
2,7,8,1,234,69.7092472
18,3,4,0,214,68.59333583
4,4,8,1,229,76.56090253
1,6,4,0,220,36.42074954
6,4,2,1,229,22.91888118
2,6,8,0,214,52.62728242
20,6,4,1,216,64.47975554
23,1,5,0,221,63.15363049
23,6,8,1,221,45.10925117
16,5,9,0,223,60.86219301
18,3,4,0,225,33.1652525
14,3,9,1,225,36.15910973
3,1,6,1,228,61.01028228
18,3,5,2,218,10.92441209
22,7,12,1,224,64.05349814
12,5,4,1,213,54.63390906
4,1,1,2,237,40.79387028
10,2,9,2,232,36.70624156
16,5,6,0,225,13.53640717
2,3,10,2,214,42.07557999
8,4,1,2,224,34.09125462
14,4,3,2,232,73.38029032
5,2,2,0,223,82.33574121
2,1,6,2,227,41.58071776
2,4,11,1,224,87.34210976
21,7,5,0,218,39.58445207
21,5,8,2,220,79.742157
5,4,11,2,215,29.39031198
4,7,8,2,216,98.93361511
1,6,5,0,226,88.72052467
18,3,11,2,233,77.84833516
19,6,7,1,226,55.30397024
18,3,1,1,222,96.92609719
21,6,11,0,220,61.32704156
1,2,7,0,220,74.59455921
4,3,5,2,233,45.89074721
10,2,5,1,221,92.28634952
17,5,7,0,226,23.2700897
18,1,6,2,231,42.85082968
10,7,6,2,215,11.97942886
7,7,8,1,232,22.22169379
18,2,3,0,226,87.64549
19,3,7,0,227,49.89774066
6,7,5,0,218,45.16878008
15,2,1,1,231,36.28835225
14,1,5,2,215,14.67104984
9,6,6,0,230,98.06225713
21,4,10,1,226,80.3293418
13,4,8,2,227,13.62343712
5,7,5,0,217,48.65010566
19,7,6,1,231,14.68116629
8,3,9,1,217,68.58052851
15,3,6,2,230,34.55163431
9,3,8,1,228,75.22460771
19,3,10,1,220,92.18366095
19,1,1,0,231,74.6735501
9,3,3,0,227,62.34226704
7,4,7,0,218,46.3108708
0,2,3,0,222,84.43192883
23,7,1,2,222,88.36825507
5,2,7,2,219,29.62593279
14,3,6,2,230,94.83155363
16,3,3,0,223,29.97801934
8,7,10,1,230,77.17761988
5,1,6,0,230,75.46447679
12,2,3,0,223,70.59799419
22,2,5,2,225,64.91898065
10,7,9,0,229,11.39668444
19,4,11,0,230,23.75849592
20,4,6,1,229,97.27363353
14,3,5,1,222,33.01189326
8,7,11,2,226,31.61391046
10,4,9,2,233,26.28029724
18,5,5,1,232,56.34909502
13,5,11,1,227,84.12800603
19,5,10,2,221,92.68524427
13,6,9,2,218,17.29539211
1,5,7,2,228,44.66932885
19,4,7,1,230,76.13598066
9,6,7,1,221,17.8971899
14,3,7,2,215,44.17675566
1,1,7,0,229,15.02118161
19,4,6,0,223,14.3760224
14,4,3,2,234,60.72649976
5,2,2,0,222,30.89027175
8,6,10,2,226,73.65392173
3,5,9,1,227,95.60082734
1,5,7,1,221,32.24414494
15,6,3,1,229,18.63464628
20,4,7,1,222,45.4428094
23,5,8,2,231,68.60451425
0,6,2,0,225,97.65522417
19,3,9,2,229,76.02887232
14,4,2,2,212,11.51799877
10,3,8,0,226,82.853695
16,3,5,1,231,46.43854866
19,1,8,1,238,37.85251649
8,1,6,0,223,81.75967295
9,7,7,0,226,76.46584067
23,4,7,1,220,61.50347015
17,3,6,2,215,41.96785119
6,7,5,2,218,69.05506624
20,7,7,1,222,45.93163205
23,4,2,0,213,56.16984994
7,5,7,1,224,17.75079888
8,4,4,2,234,82.12632969
8,6,7,2,235,60.75216488
14,5,3,2,220,98.48167122
18,6,10,1,225,87.0025867
14,6,2,0,217,23.99243633
12,1,9,2,227,28.93814841
22,6,6,1,234,11.75297521
16,1,11,2,231,72.85960245
19,6,7,2,215,86.57375858
20,6,1,0,220,51.89265187
16,7,2,1,223,45.99036377
10,3,1,2,226,31.46806745
6,4,4,2,226,94.44969515
18,3,12,0,223,42.74551301
5,5,5,1,237,15.310899
23,7,7,0,237,36.50581268
17,7,3,1,228,99.21984313
13,4,12,0,227,55.05669627
15,1,2,0,221,46.79505006
15,5,6,0,235,43.24515361
20,1,10,1,226,94.57593429
12,3,9,0,228,41.53972361
19,1,2,0,233,90.73825524
21,4,5,0,223,32.38114288
14,7,1,2,221,73.60186842
0,3,7,2,222,90.16842268
15,4,9,0,219,96.22924874
3,4,8,1,223,36.25251782
12,3,8,2,214,44.49125054
11,2,8,1,225,69.79979886
12,6,4,2,219,86.00014226
7,7,11,0,224,11.47466996
3,4,12,0,232,92.06462067
15,5,3,1,220,96.26244661
14,1,5,2,224,96.98225685
3,2,3,1,215,87.09572196
20,5,6,1,225,87.51646133
4,5,12,1,235,49.30651823
10,6,5,2,220,82.85708154
3,5,3,2,221,93.2032797
12,1,11,1,230,74.90928685
21,6,2,1,220,84.95535792
0,6,6,0,229,87.93864759
13,2,12,1,220,21.28638623
7,2,5,0,231,54.86333476
5,4,4,1,214,92.43443565
5,5,9,2,227,59.68945766
4,7,1,2,223,51.38701631
2,1,11,1,213,56.51748984
17,5,11,0,228,26.68034982
5,3,5,1,212,60.37494907
11,5,7,1,212,71.1550086
15,7,9,2,228,95.66806816
21,4,12,2,232,52.4178144
2,1,3,0,218,62.72037163
11,4,5,2,229,28.46123386
23,6,7,2,227,83.99399466
18,2,7,2,232,41.61205386
5,6,5,2,234,59.21189293
22,3,9,0,216,52.43838034
12,6,1,1,231,26.31660199
14,1,11,1,222,70.05034439
22,4,9,1,222,52.6178553
13,7,7,1,214,52.08840878
19,6,5,2,237,26.16860351
17,3,2,2,217,73.50593323
19,2,2,0,211,50.24394714
5,1,9,2,223,96.26805343
1,4,4,0,214,30.56406973
19,1,8,1,219,99.67040435
14,7,5,0,225,57.54206834
4,5,7,1,216,26.94811165
15,5,3,0,227,37.17689701
14,6,3,1,224,97.12200276
20,3,11,1,225,97.87146422
23,3,10,1,230,60.84392366
22,3,6,2,219,22.28143934
12,7,2,0,234,10.60927134
15,6,3,1,229,51.01240128
12,3,4,1,224,81.24960782
17,2,5,0,216,31.36435728
4,4,9,0,227,45.83049131
14,3,1,2,221,22.91201017
3,7,3,1,219,36.52544196
10,7,1,0,224,33.49388633
2,3,8,2,225,61.87161148
12,1,11,0,218,69.00672633
10,5,7,1,226,77.77228193
20,1,12,2,229,19.99192372
21,5,10,0,231,33.55508048
0,4,3,1,232,60.00428712
18,7,6,2,218,50.56949163
15,7,5,0,221,45.0864358
12,1,11,1,225,91.42949161
21,4,4,1,223,87.06974687
8,3,9,0,215,49.4988892
11,2,5,2,230,56.16322416
9,1,1,0,217,68.28251974
0,6,9,1,234,33.43507637
12,3,10,1,228,68.33987749
15,4,2,0,225,62.54412957
11,4,2,1,228,66.07889042
20,1,2,2,225,86.04601411
21,7,1,1,227,40.01125328
17,4,1,0,224,40.19945612
17,1,11,2,219,96.4313051
14,5,8,1,220,96.55887382
5,4,10,0,229,84.50997931
15,7,9,2,229,99.78119271
15,6,12,0,216,18.94411154
20,2,2,1,224,73.28602232
17,4,10,1,227,93.62988434
3,5,8,1,228,41.44642924
16,5,5,1,230,35.98438814
1,6,2,0,230,91.82328828
23,6,5,1,236,33.82593045
2,3,12,1,217,60.98557638
2,2,6,2,226,35.77979504
21,5,6,1,229,25.83506329
22,2,3,2,237,15.99478956
6,4,12,1,225,56.56364751
6,5,8,2,236,51.83814334
1,7,2,1,237,69.5109465
10,5,10,1,224,92.13839604
22,1,5,2,217,16.6852569
22,5,10,2,225,70.01125249
11,4,3,0,219,20.33161175
21,5,10,1,216,43.65546983
20,3,9,0,230,24.30105963
10,3,1,2,226,73.56203009
17,5,6,1,221,59.07519604
21,5,2,2,233,85.56587343
13,1,3,2,231,84.36950661
4,2,4,0,233,98.76999576
22,3,5,1,230,52.52924152
16,2,5,0,235,90.17718754
13,3,5,1,224,61.07634228
10,5,9,0,220,92.48598011
14,4,9,1,219,66.46531485
12,3,9,1,219,20.9906679
1,3,9,2,223,12.98200173
19,7,5,2,236,83.6458085
4,3,7,2,220,18.89538321
19,4,9,2,228,49.63053422
1,1,6,0,216,82.0101481
10,3,9,2,228,64.6718271
20,4,3,0,228,58.64125831
8,2,5,1,228,18.41893836
17,7,9,2,231,59.30052748
20,4,6,1,227,57.32842867
17,1,6,1,220,61.34879836
2,4,8,2,227,85.23601551
4,6,8,0,230,60.77422938
14,4,7,1,221,63.34331681
22,4,4,0,233,60.99900085
4,6,7,2,220,42.05082712
7,5,5,0,219,44.32731509
18,3,2,2,223,82.10209504
5,3,8,1,234,79.49981173
14,4,6,0,231,45.70298317
19,3,6,0,223,18.63395797
7,2,1,0,226,52.63029986
11,5,3,2,217,81.02590225
7,3,11,1,226,91.94414121
7,4,5,1,225,38.80766452
2,6,1,2,230,40.54413204
20,7,6,2,225,47.01109261
21,2,1,2,228,53.28826663
15,5,5,1,224,72.84173168
3,3,8,2,235,17.27566472
1,7,8,2,221,16.03770714
21,1,11,2,232,69.97661721
14,2,6,0,227,62.52470788
7,4,9,0,227,88.75341584
19,2,1,2,226,20.48410792
2,2,10,2,222,88.98401561
15,1,9,0,219,65.62098243
7,5,4,2,224,38.42267722
3,5,9,2,228,32.0566022
18,7,10,1,222,24.81415027
16,3,8,2,222,53.07103218
0,5,10,1,220,71.62973508
21,5,3,2,227,87.42444031
5,5,3,2,217,25.62122833
5,1,3,1,228,74.46608734
15,4,9,2,233,53.0855956
1,2,7,0,236,53.98884669
7,3,8,0,221,18.64074037
8,3,8,1,220,14.42481023
17,2,1,1,236,18.03884897
15,2,6,1,220,66.13238872
10,4,7,2,225,69.08483656
15,5,6,2,229,98.31520723
21,6,10,0,229,70.14896443
20,3,3,0,230,80.44189035
17,1,5,1,223,51.33608333
6,7,5,2,221,47.95160064
23,4,6,0,218,49.72648436
6,1,8,1,225,18.82285574
18,6,7,2,232,88.26590969
9,3,9,1,226,56.98135469
14,6,2,0,225,49.70250157
3,6,10,1,238,48.62929559
4,2,1,0,220,94.93650833
22,7,9,1,228,99.71957975
10,2,1,0,232,49.72173951
6,5,4,1,225,11.68058188
3,7,8,2,237,65.73161447
0,3,2,1,231,95.79388249
21,4,3,2,228,58.66258939
4,3,8,2,233,44.76301871
9,2,9,2,232,94.87839736
11,3,10,2,230,94.29565877
16,3,3,1,238,85.12456758
12,1,1,0,226,63.61781713
1,2,1,2,229,74.27543172
5,6,6,1,230,63.26269718
21,4,1,2,228,75.78791423
15,5,3,0,236,72.7681901
10,6,12,1,218,93.26725911
14,7,6,2,211,35.890258
2,5,6,2,220,34.83885209
21,2,9,1,229,21.06650095
