Hour_of_Day,Day_of_Week,Month,Consumption_Pattern,Voltage,Line_Voltage,Apparent_Power,Energy_Consumption_kWh,Television,Dryer,Oven,Microwave,Refrigerator,Datetime,Transaction_ID
6,5,2,2,214,222,1563,25.59525961,1,0,0,1,0,2/4/2022 6:13,26208
2,7,10,0,228,232,1688,76.78488116,1,1,1,0,0,10/15/2023 2:45,47367
4,4,8,2,226,235,1507,26.03049291,1,1,0,1,0,8/31/2023 4:12,45828
18,5,12,1,230,230,1759,62.37950908,1,0,0,0,1,12/17/2021 18:10,24547
4,5,3,2,220,229,1970,77.42863861,0,1,0,0,1,3/3/2023 4:33,39630
19,2,4,0,215,223,1777,44.5194555,1,1,1,0,1,4/11/2023 19:33,40987
8,4,12,1,220,227,1847,63.77859598,0,1,1,0,1,12/31/2020 8:35,12513
16,2,11,1,226,233,1610,61.32092525,0,0,1,1,1,11/3/2020 16:28,10538
2,4,2,2,233,237,1761,27.65521582,0,1,0,1,0,2/27/2020 2:47,1957
13,2,9,0,214,222,1759,97.16699296,1,0,1,0,0,9/7/2021 13:51,21082
9,5,3,1,221,225,1862,67.90462835,0,0,1,0,1,3/6/2020 9:07,2240
18,4,7,1,225,229,1649,53.06889001,0,0,0,0,1,7/16/2020 18:36,6774
6,1,8,2,215,222,1756,27.80594992,1,1,0,1,0,8/22/2022 6:58,33024
4,7,7,1,229,233,1778,40.36143416,0,0,1,1,1,7/4/2021 4:44,18843
10,1,12,2,230,232,1749,68.10166358,1,1,0,0,0,12/12/2022 10:48,36865
9,7,10,1,226,230,1993,59.83299259,0,0,0,0,1,10/15/2023 9:45,47377
13,1,10,0,222,227,1715,62.58400279,1,1,1,1,1,10/4/2021 13:24,22006
2,4,6,2,223,228,1655,28.8394114,0,1,0,0,1,6/11/2020 2:55,5553
17,5,1,0,217,221,1750,21.92735017,1,1,1,0,0,1/15/2021 17:12,13039
1,1,10,0,220,223,1846,71.57836766,1,1,1,0,1,10/17/2022 1:32,34934
2,5,5,0,236,237,1783,38.26620769,1,0,1,1,0,5/8/2020 2:28,4388
7,1,8,1,211,220,1501,38.26089957,1,0,0,1,1,8/8/2022 7:17,32545
12,7,8,1,230,238,1944,81.87420972,0,0,0,1,1,8/28/2022 12:57,33238
23,6,2,2,219,224,1508,80.09493509,0,0,0,1,0,2/4/2023 23:13,38732
10,1,1,0,220,227,1712,85.71242967,1,0,1,0,0,1/10/2022 10:32,25358
7,2,5,0,231,238,1745,16.84303759,1,1,1,0,1,5/30/2023 7:36,42648
9,2,10,2,225,234,1786,85.67047795,1,1,0,0,0,10/25/2022 9:16,35219
4,5,11,1,232,239,1680,42.82262601,1,0,1,1,1,11/4/2022 4:44,35555
16,3,4,1,212,221,1771,93.34319597,0,1,1,1,1,4/15/2020 16:14,3620
10,5,5,1,233,236,1619,64.42983612,0,0,1,1,0,5/29/2020 10:03,5118
18,2,8,2,231,231,1631,86.7437096,0,1,0,0,1,8/15/2023 18:10,45300
8,6,9,1,217,225,1562,92.77715995,0,0,0,0,1,9/5/2020 8:25,8506
3,3,4,1,234,239,1768,69.71905428,0,0,1,0,0,4/26/2023 3:39,41478
12,1,2,0,222,228,1893,48.81987374,1,0,1,1,0,2/7/2022 12:01,26319
1,3,4,2,222,227,1615,42.34370929,0,1,0,0,0,4/12/2023 1:52,40996
19,7,3,1,217,222,1532,28.87989176,0,0,0,1,1,3/29/2020 19:10,3042
21,6,9,2,233,239,1543,74.94688506,0,1,0,0,0,9/11/2021 21:34,21230
17,6,12,1,228,228,1785,39.86870803,1,0,0,0,1,12/26/2020 17:09,12354
21,1,6,0,223,231,1833,50.24028688,1,1,1,1,0,6/21/2021 21:41,18422
7,6,10,2,229,235,1997,17.63575987,1,1,0,0,1,10/29/2022 7:52,35354
4,6,3,2,230,232,1987,35.84567152,0,1,0,1,0,3/25/2023 4:16,40383
20,3,10,1,223,229,1758,69.54998631,1,0,0,1,1,10/28/2020 20:18,10338
11,2,11,0,223,223,1598,49.85971434,1,1,1,1,0,11/28/2023 11:17,48886
14,3,4,1,221,223,1643,63.53562714,1,0,1,1,1,4/1/2020 14:27,3138
16,2,10,1,221,222,1928,93.16283186,1,0,0,0,1,10/25/2022 16:58,35230
13,6,4,2,228,231,1825,91.0358582,1,1,0,1,0,4/15/2023 13:16,41115
9,7,5,1,219,225,1631,24.22511103,1,0,0,1,1,5/9/2021 9:28,16932
0,5,1,1,220,221,1792,71.78396889,0,1,1,1,1,1/14/2022 0:44,25481
23,5,3,0,226,230,1651,52.62485668,1,0,1,0,0,3/4/2022 23:07,27191
17,2,9,0,218,221,1574,86.92918794,1,0,1,1,0,9/27/2022 17:35,34272
9,4,12,2,236,238,1561,73.40723764,0,0,0,1,0,12/29/2022 9:58,37446
5,7,4,1,223,226,1993,91.20561769,0,1,1,0,1,4/26/2020 5:56,3982
3,5,11,2,225,231,1891,64.50018198,0,1,0,0,0,11/6/2020 3:20,10622
19,1,3,2,218,224,1871,49.59613509,1,0,0,0,0,3/1/2021 19:58,14584
7,2,10,2,227,235,1716,96.81752787,0,0,0,1,0,10/6/2020 7:59,9567
9,7,6,1,220,220,1757,48.16695822,0,0,1,0,0,6/12/2022 9:24,30596
12,4,12,0,221,224,1991,67.80551997,1,1,1,0,0,12/29/2022 12:47,37450
3,3,5,2,233,239,1933,43.89901913,1,0,0,0,0,5/13/2020 3:42,4561
20,5,1,2,222,228,1852,52.44529649,1,0,0,0,0,1/20/2023 20:12,38214
2,2,11,1,218,220,1675,77.13233184,0,1,1,1,1,11/7/2023 2:59,48155
2,1,10,1,215,224,1958,65.00733223,0,1,1,0,1,10/30/2023 2:16,47880
12,5,4,0,226,227,1864,34.28414171,1,0,1,1,0,4/23/2021 12:14,16388
0,3,12,1,214,222,1635,58.2405779,0,1,1,0,1,12/8/2021 0:48,24214
10,1,1,2,221,228,1743,53.24336207,0,1,0,0,1,1/6/2020 10:21,187
11,5,9,1,219,224,1544,49.52758611,1,0,1,1,1,9/3/2021 11:02,20941
16,7,10,1,214,222,1843,26.37427561,1,0,0,1,1,10/29/2023 16:27,47866
16,6,12,1,224,227,1699,80.66264418,0,1,1,0,1,12/3/2022 16:33,36565
1,2,12,1,230,236,1825,60.54810469,0,0,0,1,1,12/6/2022 1:19,36646
11,7,3,1,226,233,1595,76.53221832,1,0,1,1,1,3/14/2021 11:25,15017
11,5,5,1,231,237,1519,58.89341038,0,1,1,1,1,5/28/2021 11:06,17585
2,7,12,2,232,238,1595,10.91266093,1,0,0,1,0,12/19/2021 2:25,24593
6,3,7,1,224,228,1635,89.9341162,0,0,1,0,1,7/15/2020 6:10,6722
7,2,2,0,227,235,1928,60.024082,0,1,1,0,0,2/9/2021 7:17,13881
22,4,6,0,227,235,1974,49.08380533,1,1,1,1,0,6/10/2021 22:11,18046
15,5,1,1,213,221,1944,42.26936832,0,0,1,0,1,1/22/2021 15:18,13276
2,2,1,1,227,232,1789,52.20419344,0,0,1,1,1,1/26/2021 2:42,13395
17,4,12,1,228,236,1661,70.86480289,0,0,1,0,1,12/15/2022 17:17,36977
3,5,2,2,216,220,1978,54.05494957,1,1,0,0,0,2/7/2020 3:26,1273
16,4,11,2,222,222,1671,62.6206486,0,1,0,1,0,11/2/2023 16:28,48003
6,7,10,0,217,222,1732,15.25997878,1,1,1,1,0,10/25/2020 6:06,10215
11,7,7,1,229,230,1504,91.40728337,0,1,1,1,1,7/19/2020 11:05,6866
6,6,8,1,233,233,1609,74.26542882,1,0,0,1,1,8/14/2021 6:46,20250
8,4,6,1,223,223,1683,47.93523836,1,0,1,1,1,6/11/2020 8:31,5561
20,5,11,0,229,237,1886,20.38861342,0,1,1,1,0,11/19/2021 20:54,23592
15,1,6,2,218,224,1862,54.59441651,0,1,0,1,0,6/5/2023 15:41,42865
14,1,2,2,222,225,1916,34.35852244,0,1,0,0,1,2/27/2023 14:21,39507
11,1,2,2,230,239,1992,49.2074052,0,1,0,0,1,2/27/2023 11:33,39503
11,1,6,2,230,231,1893,64.72753151,0,1,0,1,1,6/21/2021 11:10,18407
23,6,4,0,216,225,1707,68.43770133,0,1,1,1,0,4/29/2023 23:28,41609
14,1,11,2,215,224,1750,19.81212871,0,1,0,1,0,11/7/2022 14:02,35671
1,5,10,0,229,235,1804,71.44036577,0,1,1,0,0,10/27/2023 1:23,47776
1,7,6,2,229,229,1833,26.301459,0,1,0,0,1,6/14/2020 1:00,5653
16,1,5,1,235,239,1909,33.22978342,0,1,1,1,1,5/8/2023 16:18,41907
15,4,12,2,227,229,1973,11.94188641,1,1,0,0,0,12/23/2021 15:02,24748
5,2,12,0,229,238,1604,73.89992024,1,1,1,0,1,12/13/2022 5:01,36891
22,6,9,2,226,228,1695,36.86552193,0,1,0,0,1,9/4/2021 22:05,20991
13,7,1,2,224,226,1636,66.32474875,0,1,0,1,0,1/26/2020 13:12,876
16,2,10,0,217,222,1699,53.40090414,1,1,1,0,1,10/31/2023 16:49,47935
14,1,7,1,216,224,1676,33.27204554,0,0,1,0,0,7/25/2022 14:36,32076
12,3,6,1,238,238,1952,25.037417,0,0,0,1,1,6/10/2020 12:12,5532
22,1,6,0,226,234,1832,34.71343181,1,1,1,0,1,6/14/2021 22:54,18184
12,5,11,0,230,231,1970,18.75429056,1,1,1,1,0,11/20/2020 12:50,11115
9,5,4,1,214,220,1516,77.01597385,1,0,0,1,1,4/21/2023 9:25,41315
20,3,12,2,232,235,1950,84.58320788,1,1,0,1,1,12/7/2022 20:04,36707
13,7,3,2,230,235,1720,45.22839271,0,1,0,0,1,3/22/2020 13:22,2794
23,7,2,0,226,226,1817,20.5353772,1,0,1,1,0,2/7/2021 23:03,13835
16,7,4,1,215,222,1592,74.80398817,0,0,0,1,1,4/23/2023 16:47,41394
8,6,9,1,232,235,1588,44.31164175,0,0,0,1,1,9/10/2022 8:36,33677
11,5,8,0,217,220,1671,97.78665486,1,0,1,1,0,8/26/2022 11:53,33168
8,3,12,0,219,225,1668,64.01999072,0,1,1,0,0,12/9/2020 8:10,11759
15,2,10,1,238,239,1760,59.17850744,0,1,1,1,1,10/24/2023 15:13,47693
12,4,9,2,223,231,1950,34.8655915,1,1,0,0,0,9/16/2021 12:18,21388
2,7,1,2,222,229,1646,97.32958935,1,0,0,0,0,1/5/2020 2:48,142
23,7,4,0,224,233,1707,80.50367846,1,1,1,0,1,4/4/2021 23:13,15753
20,5,8,0,217,222,1973,10.05055099,1,1,1,1,1,8/14/2020 20:37,7770
14,6,5,2,224,225,1765,91.82967212,0,0,0,0,0,5/1/2021 14:21,16665
4,6,10,1,237,237,1537,87.70917643,0,1,1,0,1,10/21/2023 4:31,47575
8,1,1,2,232,233,1918,41.72034475,0,1,0,1,0,1/9/2023 8:05,37820
3,6,7,0,223,224,1931,94.57967255,1,1,1,0,1,7/30/2022 3:56,32232
22,4,6,2,219,227,1949,94.68513719,1,1,0,0,0,6/29/2023 22:46,43697
12,5,5,1,223,231,1838,10.45678131,1,0,1,0,1,5/5/2023 12:37,41799
6,6,4,2,236,237,1549,49.66712805,0,1,0,0,1,4/15/2023 6:57,41106
13,2,7,2,222,226,1589,59.67848256,0,1,0,0,0,7/13/2021 13:41,19164
2,3,8,2,233,234,1653,81.34307267,1,1,0,1,0,8/2/2023 2:11,44832
6,6,1,0,224,229,1631,98.20461659,1,1,1,0,0,1/18/2020 6:52,593
10,7,3,1,217,220,1803,79.79987019,0,0,0,1,1,3/21/2021 10:13,15255
15,3,11,2,233,234,1860,23.48187093,1,1,0,1,1,11/22/2023 15:07,48686
5,6,8,2,228,236,1971,19.55047073,0,0,0,1,0,8/5/2023 5:10,44939
8,2,10,2,225,229,1998,33.18354848,0,1,0,1,1,10/26/2021 8:55,22753
3,5,5,2,224,227,1877,27.047376,1,1,0,0,1,5/28/2021 3:24,17574
23,5,2,1,220,221,1742,87.98199163,0,1,1,0,1,2/17/2023 23:47,39178
12,2,7,2,236,237,1909,27.71216926,1,1,0,0,0,7/27/2021 12:41,19642
5,6,9,1,236,236,1615,67.37022603,0,0,1,1,1,9/23/2023 5:08,46617
19,3,5,1,238,239,1567,84.61547686,0,0,1,0,0,5/5/2021 19:58,16810
2,4,9,0,219,225,1974,25.61776912,0,1,1,0,0,9/3/2020 2:27,8429
23,7,8,0,224,226,1840,22.10563562,1,1,1,0,0,8/8/2021 23:14,20068
3,5,1,1,231,235,1594,24.25067871,1,0,1,0,1,1/3/2020 3:51,75
11,1,11,2,229,237,1959,43.98142673,0,0,0,0,0,11/1/2021 11:23,22962
18,1,12,2,223,231,1808,79.0844454,1,0,0,0,0,12/6/2021 18:40,24171
16,6,5,0,234,234,1913,30.94816221,1,0,1,0,0,5/13/2023 16:51,42079
15,2,3,1,222,225,1990,51.76675913,0,0,1,0,0,3/22/2022 15:49,27797
4,4,7,1,226,228,1961,92.0735649,1,0,1,1,1,7/9/2020 4:24,6514
8,7,10,2,215,223,1892,94.05475425,0,1,0,1,0,10/23/2022 8:12,35149
1,3,8,0,226,228,1896,37.17698912,1,0,1,0,0,8/12/2020 1:20,7674
22,3,5,0,223,227,1926,75.81448786,1,0,1,1,0,5/20/2020 22:07,4827
4,5,11,2,228,229,1594,86.59762984,0,1,0,1,1,11/20/2020 4:26,11103
3,5,12,1,219,224,1794,99.71466832,0,0,1,0,0,12/4/2020 3:25,11581
12,5,4,2,213,220,1902,41.35181706,1,1,0,0,1,4/22/2022 12:35,28854
13,4,10,2,226,231,1998,77.62995658,0,1,0,0,0,10/29/2020 13:50,10363
10,2,9,2,228,229,1700,68.07666988,1,0,0,1,0,9/21/2021 10:44,21557
1,2,2,1,230,232,1547,89.89148567,0,0,1,0,0,2/9/2021 1:41,13873
1,4,1,2,223,231,1517,43.76861257,1,0,0,0,0,1/20/2022 1:06,25687
18,2,10,1,221,227,1831,76.35489118,0,0,1,0,0,10/26/2021 18:01,22766
5,1,4,1,221,228,1863,73.64683432,0,0,1,1,0,4/11/2022 5:22,28467
19,3,6,1,229,236,1893,86.04867618,1,0,0,0,1,6/2/2021 19:21,17768
13,4,11,2,237,237,1960,43.64693241,0,0,0,1,0,11/5/2020 13:19,10602
14,4,9,2,219,223,1653,42.38828357,0,1,0,1,1,9/15/2022 14:45,33857
12,5,5,1,232,239,1513,56.46470095,0,0,0,0,1,5/27/2022 12:09,30052
13,2,4,1,234,236,1992,82.17827957,0,0,0,0,1,4/19/2022 13:06,28752
23,4,4,2,218,223,1616,14.49486179,0,1,0,1,1,4/7/2022 23:34,28356
10,5,9,1,228,230,1914,76.55651505,1,0,1,1,1,9/30/2022 10:46,34365
4,4,7,1,220,224,1938,69.2244214,0,0,0,0,1,7/23/2020 4:47,6994
23,2,9,2,227,236,1882,27.48547591,0,1,0,0,1,9/26/2023 23:33,46746
14,7,11,1,222,230,1977,44.95635599,0,0,1,0,0,11/20/2022 14:35,36117
20,6,3,2,230,231,1775,89.94816137,0,1,0,1,1,3/20/2021 20:12,15235
17,5,9,2,216,222,1534,13.3614114,0,1,0,0,1,9/29/2023 17:25,46840
16,4,3,2,223,225,1550,58.32970343,1,1,0,0,0,3/16/2023 16:20,40092
10,1,11,2,235,237,1680,58.42200518,0,1,0,1,1,11/1/2021 10:41,22961
12,1,8,2,234,237,1881,43.31266243,0,0,0,0,0,8/10/2020 12:12,7621
1,7,5,2,219,222,1962,43.22772886,0,1,0,1,1,5/14/2023 1:57,42092
17,6,2,0,228,231,1665,54.98034585,1,1,1,1,1,2/1/2020 17:47,1088
16,3,3,2,233,237,1722,24.72633109,1,1,0,1,0,3/18/2020 16:09,2661
5,2,11,0,221,221,1607,19.59555072,1,0,1,1,0,11/8/2022 5:27,35693
17,7,7,1,227,228,1820,65.60426749,0,0,1,1,1,7/2/2023 17:20,43792
23,6,7,2,226,235,1648,15.97461285,1,0,0,1,0,7/29/2023 23:12,44725
17,6,4,2,221,222,1708,36.04002093,0,1,0,1,1,4/2/2022 17:26,28176
19,6,11,0,234,238,1815,97.92448035,1,1,1,1,1,11/11/2023 19:07,48315
2,5,9,0,220,223,1552,46.97270238,1,1,1,1,1,9/24/2021 2:31,21648
5,3,11,2,225,227,1714,97.81200367,0,0,0,1,0,11/25/2020 5:40,11276
5,2,8,1,227,235,1627,97.293295,1,0,0,0,1,8/16/2022 5:12,32816
21,5,1,2,214,223,1618,93.35550684,0,1,0,0,0,1/3/2020 21:22,100
3,3,11,0,222,227,1932,92.62644061,0,1,1,0,0,11/24/2021 3:55,23739
5,6,6,0,222,230,1750,32.9811358,0,1,1,0,0,6/4/2022 5:52,30317
9,7,7,0,230,231,1856,16.93791789,1,1,1,0,0,7/12/2020 9:29,6624
20,3,11,1,229,235,1705,33.55433673,0,0,1,0,0,11/17/2021 20:32,23523
22,7,10,2,213,222,1612,88.62017667,0,0,0,0,0,10/16/2022 22:43,34930
22,4,3,0,228,236,1519,19.77059249,1,1,1,0,1,3/18/2021 22:38,15170
7,5,6,2,212,220,1713,46.65789251,0,1,0,0,1,6/18/2021 7:29,18299
22,7,3,1,230,239,1789,77.46086675,0,0,0,0,1,3/19/2023 22:49,40204
6,4,5,2,229,238,1845,94.57521702,1,1,0,1,1,5/20/2021 6:53,17305
15,6,4,1,227,234,1532,44.69331279,0,0,1,1,1,4/18/2020 15:01,3721
2,6,4,1,220,222,1739,35.47487852,0,0,1,1,0,4/22/2023 2:57,41340
4,3,10,1,229,236,1580,39.42600091,0,0,1,0,0,10/7/2020 4:18,9596
2,4,12,1,234,237,1873,57.19425371,0,0,1,1,0,12/30/2021 2:37,24970
21,6,6,0,229,230,1881,97.77259087,1,0,1,0,0,6/4/2022 21:59,30340
19,4,7,1,229,238,1697,71.94059389,1,0,1,1,1,7/1/2021 19:58,18762
7,3,5,2,215,220,1817,30.65293006,0,1,0,0,0,5/26/2021 7:57,17512
16,5,7,2,231,239,1871,62.89733232,0,1,0,1,0,7/10/2020 16:08,6565
22,3,5,0,212,221,1620,96.72552837,1,1,1,0,1,5/3/2023 22:46,41745
18,5,5,2,228,236,1598,24.32267693,1,1,0,0,1,5/28/2021 18:49,17596
6,4,1,0,232,235,1786,12.96786742,1,1,1,1,0,1/19/2023 6:21,38160
12,7,1,1,237,238,1676,19.65604991,0,0,1,0,1,1/12/2020 12:07,395
12,6,5,1,218,225,1649,53.39050928,0,0,1,0,0,5/7/2022 12:06,29367
6,7,11,0,230,238,1951,64.15408146,0,1,1,0,0,11/26/2023 6:01,48810
23,1,6,2,218,223,1550,36.16023612,0,0,0,1,0,6/19/2023 23:47,43356
10,3,12,1,227,227,1864,76.39244124,0,0,1,1,1,12/23/2020 10:39,12242
3,3,6,1,220,226,1872,52.05241785,0,0,1,0,0,6/15/2022 3:16,30690
5,2,11,1,214,222,1964,87.51178822,0,0,0,0,1,11/15/2022 5:38,35933
15,6,8,2,221,225,1857,56.20365477,0,1,0,1,1,8/8/2020 15:21,7557
6,4,2,0,219,221,1528,94.34483818,0,1,1,0,0,2/4/2021 6:45,13709
6,3,1,2,225,231,1562,80.07557931,0,0,0,1,0,1/22/2020 6:53,730
9,5,6,1,229,236,1712,46.01677297,0,1,1,0,1,6/4/2021 9:54,17823
0,3,7,1,213,221,1575,87.33786823,1,0,1,1,1,7/1/2020 0:10,6234
9,1,7,1,221,225,1584,25.28321785,0,0,1,1,0,7/4/2022 9:07,31349
23,5,10,0,230,239,1903,33.12996852,1,0,1,0,0,10/22/2021 23:37,22637
10,3,2,2,216,220,1652,21.38975697,1,1,0,1,0,2/10/2021 10:37,13920
21,6,6,2,219,227,1933,66.2174532,1,1,0,1,0,6/17/2023 21:19,43284
5,6,1,2,222,227,1787,90.81162711,1,1,0,1,1,1/14/2023 5:49,37988
5,2,3,0,219,221,1948,21.06954755,0,1,1,1,0,3/3/2020 5:26,2132
21,4,8,1,224,225,1888,50.99185856,0,0,0,1,1,8/20/2020 21:41,7977
22,7,5,0,225,225,1987,94.02098948,0,1,1,0,0,5/16/2021 22:17,17190
19,7,1,0,214,223,1961,69.96407952,1,1,1,0,1,1/3/2021 19:58,12632
3,3,9,1,216,221,1547,90.10165434,0,0,1,0,1,9/14/2022 3:43,33807
0,6,3,2,224,229,1860,14.56860495,1,1,0,1,1,3/6/2021 0:53,14728
23,7,12,0,238,239,1532,95.04222204,1,1,1,1,1,12/18/2022 23:05,37088
12,5,8,0,235,239,1648,59.05470259,1,1,1,0,0,8/20/2021 12:03,20463
20,4,9,1,229,234,1881,96.74683355,0,0,0,1,1,9/28/2023 20:24,46810
9,7,8,2,229,233,1553,88.69735665,1,1,0,0,0,8/1/2021 9:01,19808
3,5,3,2,225,232,1578,76.7874233,1,0,0,1,0,3/19/2021 3:33,15177
2,4,8,0,223,228,1745,98.11941634,0,1,1,1,0,8/6/2020 2:22,7470
14,6,8,2,233,238,1928,14.85632969,0,0,0,0,0,8/5/2023 14:17,44952
12,4,4,1,232,236,1599,24.66848254,1,0,1,1,1,4/21/2022 12:45,28820
4,7,5,2,224,226,1569,80.74064694,1,1,0,1,1,5/1/2022 4:01,29150
20,5,9,1,220,228,1552,48.35529234,0,0,0,1,1,9/10/2021 20:21,21194
18,5,12,1,230,235,1852,38.22836965,0,1,1,1,1,12/17/2021 18:52,24548
17,7,12,2,222,228,1958,73.5653193,1,0,0,0,0,12/6/2020 17:47,11670
2,5,1,2,223,224,1678,84.44478199,0,1,0,1,1,1/20/2023 2:41,38189
1,6,4,0,220,220,1855,45.62883111,0,1,1,1,0,4/15/2023 1:21,41098
0,7,5,1,224,230,1812,88.76489233,0,1,1,1,1,5/1/2022 0:31,29145
22,6,8,2,220,227,1728,75.03818895,0,1,0,0,1,8/12/2023 22:53,45204
2,5,4,2,217,225,1639,31.3962206,0,1,0,0,1,4/30/2021 2:37,16614
7,2,2,2,221,227,1578,32.96064037,1,0,0,0,0,2/9/2021 7:59,13882
20,6,5,2,231,239,1741,78.20040672,0,1,0,1,1,5/27/2023 20:44,42564
9,4,12,1,215,222,1638,44.92344925,1,0,1,0,1,12/16/2021 9:56,24501
21,6,11,1,230,238,1643,22.15639728,0,1,1,1,1,11/13/2021 21:14,23387
8,7,9,0,223,229,1741,39.70146741,0,1,1,1,0,9/11/2022 8:26,33711
12,6,9,1,224,233,1756,72.96522566,1,0,0,1,1,9/25/2021 12:51,21697
2,7,5,2,219,222,1586,20.75090517,1,1,0,1,0,5/10/2020 2:49,4457
4,7,10,1,226,233,1927,34.78796637,0,0,0,1,1,10/4/2020 4:49,9494
2,6,12,2,220,224,1777,71.08218553,1,0,0,0,0,12/12/2020 2:44,11854
17,5,12,2,232,234,1835,81.7703171,0,1,0,0,1,12/3/2021 17:05,24066
15,3,11,2,232,233,1734,60.66454635,1,1,0,1,0,11/22/2023 15:49,48687
15,2,1,0,218,220,1772,27.64572445,1,1,1,1,0,1/26/2021 15:19,13413
14,6,7,1,230,238,1982,69.72842851,0,0,1,1,0,7/23/2022 14:57,32008
17,2,1,2,214,222,1785,93.31542313,0,1,0,1,1,1/5/2021 17:32,12697
0,2,5,2,217,223,1732,70.09682365,1,1,0,1,1,5/25/2021 0:25,17467
17,5,2,2,222,226,1931,73.93181756,0,1,0,0,0,2/7/2020 17:27,1293
10,6,3,1,226,231,1911,63.6121579,0,0,1,0,0,3/20/2021 10:23,15221
15,6,9,2,237,239,1522,80.21418325,0,1,0,0,1,9/30/2023 15:51,46872
8,6,10,1,230,237,1724,22.94780538,1,0,1,1,1,10/30/2021 8:55,22890
3,2,4,0,215,222,1956,29.93485304,1,1,1,0,1,4/28/2020 3:29,4047
19,6,1,2,234,236,1891,45.10291946,0,0,0,0,0,1/21/2023 19:19,38247
17,2,11,1,226,228,1768,37.9201929,0,1,1,0,1,11/22/2022 17:45,36190
8,1,4,0,219,220,1728,38.66489972,1,1,1,1,0,4/26/2021 8:55,16486
0,3,12,2,230,230,1999,19.48658487,1,1,0,1,0,12/21/2022 0:50,37159
2,1,12,2,219,228,1711,76.05918889,1,0,0,0,0,12/20/2021 2:56,24628
22,4,6,1,222,226,1812,89.08248901,0,0,1,1,0,6/17/2021 22:23,18286
7,3,11,1,217,222,1590,17.68043714,0,1,1,1,1,11/2/2022 7:11,35490
13,3,5,1,218,222,1994,59.05169235,0,0,0,1,1,5/3/2023 13:40,41732
14,1,11,1,223,223,1991,87.16825413,1,0,1,1,1,11/6/2023 14:23,48137
23,3,7,0,217,223,1509,15.59855553,1,1,1,1,1,7/27/2022 23:22,32157
13,4,1,2,230,232,1778,58.86936045,0,1,0,0,1,1/16/2020 13:32,534
13,7,10,0,220,221,1572,92.61567804,0,1,1,1,0,10/8/2023 13:04,47142
4,6,1,2,227,233,1844,63.02517719,1,1,0,0,0,1/18/2020 4:46,590
23,6,5,1,231,234,1585,59.66955172,0,0,1,1,0,5/30/2020 23:54,5172
3,4,9,2,222,230,1558,46.74510002,0,1,0,1,0,9/8/2022 3:21,33601
3,1,8,2,228,236,1880,40.22942579,1,1,0,1,1,8/28/2023 3:19,45724
10,6,9,2,219,226,1602,60.80522013,1,0,0,0,0,9/30/2023 10:14,46864
17,1,1,2,214,221,1892,41.81575491,0,0,0,1,0,1/30/2023 17:46,38553
7,2,1,1,225,226,1975,10.47639825,1,0,1,1,1,1/31/2023 7:05,38572
20,3,4,0,226,234,1973,30.62731761,1,0,1,1,0,4/20/2022 20:38,28797
9,6,6,2,223,226,1734,41.04831685,0,1,0,0,1,6/12/2021 9:13,18096
1,1,4,1,233,237,1989,90.73716299,0,0,1,1,0,4/6/2020 1:40,3291
16,3,6,0,221,226,1825,68.74604081,1,0,1,0,0,6/29/2022 16:17,31188
16,1,6,0,230,236,1933,54.08381258,1,1,1,0,1,6/13/2022 16:14,30640
8,1,4,0,236,239,1623,49.45679873,0,1,1,0,0,4/25/2022 8:33,28951
7,1,3,1,224,231,1969,68.94170428,1,0,0,1,1,3/28/2022 7:47,27991
13,4,11,0,226,228,1710,26.73728486,1,0,1,1,0,11/3/2022 13:19,35533
19,2,4,0,225,233,1549,84.18095446,0,1,1,0,0,4/12/2022 19:12,28521
12,7,2,0,229,232,1840,52.35777125,1,0,1,0,0,2/20/2022 12:35,26765
22,7,4,1,228,236,1796,80.34601739,1,0,1,1,1,4/16/2023 22:12,41162
2,1,9,1,232,237,1700,83.66476991,0,0,1,0,1,9/27/2021 2:00,21750
22,2,2,2,219,227,1913,29.95937115,0,1,0,1,1,2/21/2023 22:24,39313
17,5,6,0,220,222,1555,77.31893316,1,1,1,1,1,6/9/2023 17:48,43005
8,3,8,2,228,228,1760,38.47488945,1,0,0,1,0,8/10/2022 8:20,32615
0,1,8,1,221,226,1515,11.93976746,0,0,1,0,0,8/29/2022 0:52,33255
18,1,4,0,226,232,1616,96.18669092,1,1,1,1,1,4/11/2022 18:41,28486
17,6,9,1,225,225,1641,19.31478146,0,0,0,1,1,9/24/2022 17:24,34169
23,6,10,2,218,224,1921,55.44176713,1,1,0,0,1,10/28/2023 23:38,47842
5,1,12,1,214,220,1741,87.74310546,1,0,1,1,1,12/13/2021 5:33,24392
8,7,3,2,226,227,1621,10.84845638,0,1,0,1,1,3/13/2022 8:58,27479
12,2,3,2,223,232,1687,35.60158977,1,0,0,1,0,3/29/2022 12:31,28032
3,6,5,0,229,229,1704,34.46609067,1,1,1,0,0,5/22/2021 3:44,17369
4,7,5,1,216,224,1554,14.69417412,0,0,0,1,1,5/9/2021 4:34,16925
18,6,10,0,232,235,1632,13.01205542,0,1,1,0,0,10/2/2021 18:39,21945
7,7,10,1,229,231,1744,67.57490325,0,1,1,1,1,10/31/2021 7:21,22922
5,7,3,0,219,225,1524,77.52284754,1,1,1,0,0,3/26/2023 5:30,40419
22,7,1,1,223,224,1539,91.53853425,1,0,0,0,1,1/26/2020 22:19,889
3,1,7,1,238,238,1977,39.24528937,0,1,1,0,1,7/26/2021 3:44,19595
