Datetime,Transaction_ID,Television,Dryer,Oven,Refrigerator,Microwave,Line Voltage,Voltage,Apparent Power,Energy Consumption (kWh),Month,Day of the Week,Hour of the Day,Offloading Decision
1/23/2021 16:32,13312,0,1,1,1,0,231,229,1554,15.5783338,January,Saturday,16,Local
6/29/2020 4:01,6171,1,0,0,0,1,230,228,1537,76.74177295,June,Monday,4,Local
9/17/2023 13:53,46424,1,1,1,1,0,231,228,1871,20.38689182,September,Sunday,13,Local
2/15/2020 0:39,1543,1,1,0,0,0,222,216,1922,73.08536644,February,Saturday,0,Local
7/23/2022 10:02,32001,0,0,1,0,1,233,226,1773,79.04967613,July,Saturday,10,Local
1/29/2020 14:05,980,1,1,1,0,0,239,234,1507,12.61787677,January,Wednesday,14,Local
10/18/2023 16:57,47490,1,1,1,0,0,236,229,1728,59.47502836,October,Wednesday,16,Local
8/8/2023 22:53,45067,0,0,1,1,1,230,230,1867,81.60318354,August,Tuesday,22,Local
1/19/2020 19:19,645,0,0,1,1,0,225,220,1642,20.84878986,January,Sunday,19,Local
6/21/2023 13:38,43410,1,1,1,1,1,229,229,1748,28.30833828,June,Wednesday,13,Local
9/9/2023 22:16,46162,0,1,0,1,0,232,232,1933,78.0302564,September,Saturday,22,Local
1/17/2023 4:36,38089,1,1,1,0,1,229,220,1654,97.08574386,January,Tuesday,4,Local
11/2/2023 18:34,48006,1,1,1,1,1,231,227,1708,87.27186388,November,Thursday,18,Local
5/29/2020 21:58,5135,0,0,0,0,0,239,237,1970,79.33548307,May,Friday,21,Local
4/30/2020 10:51,4126,0,1,0,1,1,234,225,1510,62.23737942,April,Thursday,10,Local
12/11/2022 22:53,36848,1,1,1,0,0,233,224,1657,53.25733487,December,Sunday,22,Local
2/5/2023 10:26,38748,0,1,1,1,1,227,219,1940,91.60938003,February,Sunday,10,Local
1/23/2023 4:16,38294,1,1,0,1,1,227,226,1599,66.10491709,January,Monday,4,Local
12/2/2022 3:25,36512,1,0,0,0,1,237,229,1980,97.89828418,December,Friday,3,Local
6/23/2023 7:41,43470,1,0,1,0,0,226,217,1907,67.27795892,June,Friday,7,Local
4/22/2023 5:45,41344,0,1,1,1,1,235,231,1684,67.7601892,April,Saturday,5,Local
7/19/2020 20:11,6879,0,1,1,1,1,224,217,1660,82.76628567,July,Sunday,20,Local
12/10/2021 1:09,24283,0,0,0,0,0,226,217,1973,76.03780006,December,Friday,1,Local
4/9/2022 16:55,28415,1,0,1,0,1,233,225,1750,78.65627719,April,Saturday,16,Local
11/4/2021 20:41,23078,1,0,0,1,1,223,220,1864,25.87774364,November,Thursday,20,Local
7/17/2023 22:28,44313,1,0,0,0,0,222,216,1717,26.16235026,July,Monday,22,Local
7/28/2020 7:26,7169,1,0,1,1,0,233,229,1921,90.28364056,July,Tuesday,7,Local
4/24/2020 7:41,3916,1,0,0,1,0,224,221,1855,82.70824225,April,Friday,7,Local
5/12/2022 9:50,29535,0,0,1,0,1,224,224,1523,63.4596892,May,Thursday,9,Local
8/1/2022 3:35,32300,1,1,1,0,0,232,223,1517,91.37980499,August,Monday,3,Local
8/6/2021 23:34,20000,1,1,1,0,1,232,232,1633,70.17929378,August,Friday,23,Local
7/8/2021 5:27,18981,1,0,0,0,0,226,223,1588,56.49642586,July,Thursday,5,Local
1/1/2022 16:17,25058,0,1,0,1,1,232,226,1830,99.06093818,January,Saturday,16,Local
10/16/2023 19:24,47425,0,0,0,0,0,234,234,1556,63.71233262,October,Monday,19,Local
5/10/2022 22:48,29485,1,0,0,1,1,227,224,1921,74.84522898,May,Tuesday,22,Local
9/18/2021 22:28,21471,0,1,0,0,1,221,218,1991,34.80700422,September,Saturday,22,Local
8/23/2020 0:09,8049,0,0,0,1,1,229,225,1545,87.14864079,August,Sunday,0,Local
2/7/2023 19:54,38830,0,1,0,1,1,231,230,1893,64.53977254,February,Tuesday,19,Local
10/15/2023 0:39,47364,0,0,1,0,0,227,220,1953,35.4165025,October,Sunday,0,Local
4/6/2020 14:59,3310,0,0,1,1,0,224,220,1949,23.8186113,April,Monday,14,Local
6/10/2021 7:28,18025,0,1,1,1,1,220,217,1836,97.10091643,June,Thursday,7,Local
10/13/2022 5:43,34803,0,1,1,0,1,222,220,1634,32.62582032,October,Thursday,5,Local
4/21/2022 14:09,28822,0,0,1,1,1,234,226,1756,88.07174052,April,Thursday,14,Local
7/13/2021 1:05,19146,1,0,0,0,1,228,221,1684,26.46047256,July,Tuesday,1,Local
1/2/2020 18:44,62,1,0,1,0,1,228,225,1918,93.64240372,January,Thursday,18,Local
2/10/2020 0:06,1371,0,1,1,1,1,236,229,1523,73.38523836,February,Monday,0,Local
2/23/2021 13:59,14370,1,1,0,0,0,231,222,1531,55.61218936,February,Tuesday,13,Local
1/27/2022 23:43,25959,1,1,0,0,0,232,231,1613,88.65317885,January,Thursday,23,Local
2/6/2020 2:12,1237,1,0,1,1,0,220,220,1665,83.65529719,February,Thursday,2,Local
11/18/2020 9:41,11042,1,1,0,0,0,225,223,1897,99.84438256,November,Wednesday,9,Local
8/28/2023 4:43,45726,1,1,0,1,0,232,223,1620,96.79007692,August,Monday,4,Local
9/23/2023 3:02,46614,1,1,0,0,0,238,229,1710,68.85307101,September,Saturday,3,Local
1/28/2021 6:33,13469,1,0,1,1,0,226,220,1815,94.69496993,January,Thursday,6,Local
3/3/2022 5:47,27132,0,0,0,1,0,232,229,1932,55.496233,March,Thursday,5,Local
8/9/2023 19:12,45096,1,1,1,0,0,238,230,1573,52.97067683,August,Wednesday,19,Local
4/21/2023 13:38,41321,1,0,1,1,1,232,232,1775,21.11808089,April,Friday,13,Local
2/23/2021 3:29,14355,1,0,0,0,1,231,231,1746,36.87961769,February,Tuesday,3,Local
10/17/2020 5:23,9940,0,1,1,1,1,223,220,1823,54.04911294,October,Saturday,5,Local
8/9/2020 0:27,7570,0,1,1,1,1,225,224,1973,83.4415873,August,Sunday,0,Local
5/16/2022 3:32,29663,1,1,0,0,1,223,223,1565,22.50581483,May,Monday,3,Local
1/7/2023 15:26,37762,0,0,1,0,0,229,221,1839,77.75622067,January,Saturday,15,Local
6/16/2020 12:34,5738,1,0,0,1,1,224,215,1539,16.08969781,June,Tuesday,12,Local
10/7/2022 1:51,34592,0,1,1,1,1,220,219,1819,86.59711005,October,Friday,1,Local
1/20/2021 23:21,13219,1,1,0,0,0,230,225,1874,93.23513878,January,Wednesday,23,Local
1/23/2022 11:48,25805,0,0,1,0,0,223,223,1826,60.47561016,January,Sunday,11,Local
7/29/2022 14:37,32213,0,0,0,1,0,224,218,1923,86.4113652,July,Friday,14,Local
10/13/2021 20:58,22325,1,0,1,0,1,232,230,1806,82.55507217,October,Wednesday,20,Local
10/29/2023 18:33,47869,0,0,0,1,0,236,228,1674,97.52651176,October,Sunday,18,Local
12/9/2022 19:44,36775,1,0,0,1,0,221,212,1934,80.09399167,December,Friday,19,Local
11/25/2023 15:18,48789,0,1,0,1,1,226,225,1597,70.82353307,November,Saturday,15,Local
7/14/2020 3:32,6684,1,1,1,1,0,223,214,1786,90.27854658,July,Tuesday,3,Local
7/8/2020 19:59,6502,1,0,1,0,0,223,216,1639,62.8100154,July,Wednesday,19,Local
7/10/2023 0:33,44042,1,1,1,0,0,225,219,1759,54.73852599,July,Monday,0,Local
5/22/2021 22:39,17396,1,0,1,1,0,238,231,1508,79.19254248,May,Saturday,22,Local
6/11/2023 2:44,43052,0,1,1,0,0,227,221,1765,71.76847977,June,Sunday,2,Local
5/15/2022 0:54,29625,1,0,1,1,1,223,216,1908,19.54680012,May,Sunday,0,Local
8/8/2022 14:17,32555,1,0,0,0,0,230,222,1504,64.56796567,August,Monday,14,Local
1/5/2023 5:58,37680,0,1,1,1,1,229,223,1920,61.93355004,January,Thursday,5,Local
7/29/2020 16:22,7216,0,1,0,0,1,237,233,1848,26.84105401,July,Wednesday,16,Local
4/2/2023 8:29,40663,0,1,1,0,1,232,228,1787,51.53396965,April,Sunday,8,Local
11/11/2021 6:09,23297,0,1,1,0,1,229,222,1891,77.45288216,November,Thursday,6,Local
8/25/2021 7:41,20628,0,0,0,0,1,231,226,1852,75.11209844,August,Wednesday,7,Local
1/8/2020 7:54,252,0,0,1,0,1,228,222,1995,66.4085807,January,Wednesday,7,Local
8/10/2023 14:49,45124,1,1,0,1,0,236,228,1869,14.50794102,August,Thursday,14,Local
11/4/2023 14:43,48069,1,0,1,1,1,238,238,1982,61.72276136,November,Saturday,14,Local
5/22/2020 16:52,4888,0,0,1,0,1,230,221,1921,86.22172624,May,Friday,16,Local
6/30/2023 12:47,43717,1,0,1,1,0,222,215,1977,90.24022716,June,Friday,12,Local
5/20/2021 23:00,17328,1,0,1,0,0,237,234,1618,52.03710901,May,Thursday,23,Local
11/30/2020 1:18,11441,1,0,0,0,0,224,216,1877,27.6812657,November,Monday,1,Local
6/19/2021 18:32,18349,0,1,1,0,0,224,218,1782,68.85506666,June,Saturday,18,Local
5/17/2022 18:47,29719,0,0,1,0,0,238,236,1729,67.71443824,May,Tuesday,18,Local
3/10/2020 1:25,2366,0,1,1,1,1,224,220,1636,69.10628643,March,Tuesday,1,Local
8/2/2023 7:05,44839,0,0,0,1,1,222,215,1726,58.21326598,August,Wednesday,7,Local
12/21/2021 6:16,24667,1,1,0,1,1,234,227,1640,11.36048238,December,Tuesday,6,Local
4/6/2020 3:04,3293,0,0,0,0,1,236,231,1827,10.16245696,April,Monday,3,Local
10/4/2023 5:21,46994,0,1,1,1,0,230,229,1717,34.75478163,October,Wednesday,5,Local
7/25/2022 11:48,32072,1,1,1,1,1,228,223,1602,48.09270234,July,Monday,11,Local
4/28/2021 1:33,16544,0,0,0,0,0,228,225,1509,27.20940321,April,Wednesday,1,Local
10/24/2022 1:43,35174,1,1,0,1,1,231,222,1742,76.1735353,October,Monday,1,Local
9/17/2023 21:35,46435,1,1,1,1,0,228,227,1767,59.38271904,September,Sunday,21,Local
1/28/2023 4:06,38465,1,1,0,0,1,223,218,1844,23.00184894,January,Saturday,4,Local
4/11/2021 12:54,15978,1,1,0,1,0,230,224,1693,37.01172566,April,Sunday,12,Local
7/3/2023 2:27,43805,1,1,0,0,1,220,214,1798,44.55504097,July,Monday,2,Local
12/8/2022 12:11,36730,1,0,1,1,0,233,226,1762,44.96740435,December,Thursday,12,Local
8/1/2023 22:41,44827,1,1,0,1,0,238,238,1588,30.16531017,August,Tuesday,22,Local
4/13/2021 21:40,16059,1,0,0,1,1,230,230,1659,90.85779732,April,Tuesday,21,Local
4/1/2020 15:51,3140,1,1,0,0,0,222,215,1744,33.28295399,April,Wednesday,15,Local
3/29/2021 18:38,15541,0,0,1,1,1,221,220,1974,25.44773132,March,Monday,18,Local
11/13/2023 13:10,48375,1,1,0,1,0,226,217,1586,70.56428351,November,Monday,13,Local
7/7/2021 7:43,18950,1,1,1,0,1,232,228,1711,54.84266728,July,Wednesday,7,Local
6/23/2020 5:03,5967,0,1,1,1,1,230,224,1965,15.96295558,June,Tuesday,5,Local
3/20/2021 13:11,15225,0,1,1,1,0,227,226,1798,53.36226257,March,Saturday,13,Local
11/2/2022 13:29,35499,1,1,0,1,1,231,229,1840,79.26791376,November,Wednesday,13,Local
6/21/2020 18:00,5917,0,1,0,0,0,236,232,1605,36.2767532,June,Sunday,18,Local
6/5/2023 0:58,42844,0,1,1,0,0,226,218,1996,61.58158755,June,Monday,0,Local
1/15/2023 14:03,38034,1,0,1,1,1,220,214,1603,67.46458092,January,Sunday,14,Local
6/14/2022 16:46,30675,1,0,1,1,0,225,216,1842,99.2841829,June,Tuesday,16,Local
3/29/2020 8:39,3027,1,0,1,1,0,233,227,1724,41.31509229,March,Sunday,8,Local
8/13/2021 11:09,20222,1,0,0,1,0,224,223,1533,18.61539551,August,Friday,11,Local
10/27/2020 14:52,10296,1,0,1,0,0,237,228,1814,59.10348281,October,Tuesday,14,Local
1/30/2023 1:39,38530,0,0,0,1,1,226,226,1620,13.84624686,January,Monday,1,Local
3/16/2020 23:31,2603,1,1,1,1,1,229,225,1622,28.62135467,March,Monday,23,Local
5/21/2020 17:45,4855,0,0,1,0,0,220,216,1859,17.18974544,May,Thursday,17,Local
9/17/2023 6:52,46414,0,1,1,1,1,238,235,1608,21.2581218,September,Sunday,6,Local
3/14/2021 15:37,15023,0,0,1,1,1,229,227,1577,85.43375471,March,Sunday,15,Local
7/16/2023 10:01,44261,1,1,1,1,0,222,213,1604,36.83598745,July,Sunday,10,Local
11/13/2022 19:18,35884,1,1,0,1,1,235,235,1914,82.98295731,November,Sunday,19,Local
6/1/2021 5:31,17714,1,0,0,1,1,220,217,1940,11.87171596,June,Tuesday,5,Local
10/15/2023 4:09,47369,1,1,1,0,0,222,221,1730,95.72335517,October,Sunday,4,Local
11/3/2021 5:26,23022,1,0,1,0,1,232,228,1515,73.54729513,November,Wednesday,5,Local
9/4/2023 3:30,45964,0,0,1,0,0,235,231,1538,56.79848585,September,Monday,3,Local
1/23/2022 2:41,25792,0,1,1,0,0,222,221,1655,28.18080572,January,Sunday,2,Local
5/22/2021 7:56,17375,0,1,1,0,1,229,229,1549,31.15209297,May,Saturday,7,Local
5/30/2022 1:50,30140,1,0,0,1,0,232,224,1688,76.85492796,May,Monday,1,Local
7/30/2022 6:44,32236,1,0,0,1,0,227,219,1751,78.71087448,July,Saturday,6,Local
9/14/2021 11:57,21319,0,0,0,0,0,234,229,1640,93.26092596,September,Tuesday,11,Local
10/10/2023 5:43,47200,1,0,1,1,0,233,225,1595,84.80680704,October,Tuesday,5,Local
12/11/2022 13:04,36834,1,0,0,1,1,224,217,1928,85.63874216,December,Sunday,13,Local
11/30/2020 20:56,11469,0,0,0,1,1,229,221,1898,39.72451846,November,Monday,20,Local
8/30/2022 3:30,33293,0,1,1,0,1,237,236,1721,50.24728662,August,Tuesday,3,Local
5/28/2021 2:42,17573,0,1,1,0,0,238,230,1753,60.61322638,May,Friday,2,Local
6/22/2020 12:56,5944,0,1,1,0,0,224,222,1925,60.44724052,June,Monday,12,Local
5/30/2023 20:55,42667,0,1,0,1,1,236,234,1536,30.84235205,May,Tuesday,20,Local
3/20/2021 5:29,15214,1,0,1,0,0,221,214,1675,43.9476532,March,Saturday,5,Local
12/16/2022 22:43,37019,0,1,1,1,0,230,226,1994,51.34119183,December,Friday,22,Local
6/2/2022 20:56,30270,1,0,1,0,0,223,216,1805,32.61244729,June,Thursday,20,Local
2/17/2020 13:37,1630,0,0,1,0,1,233,231,1942,43.78872357,February,Monday,13,Local
5/19/2020 17:23,4786,1,1,1,1,1,239,235,1725,28.74363472,May,Tuesday,17,Local
3/24/2023 0:14,40343,1,0,1,0,0,231,229,1544,28.66594675,March,Friday,0,Local
8/18/2022 5:34,32885,0,1,1,1,0,233,227,1801,59.21639709,August,Thursday,5,Local
6/6/2023 14:07,42897,0,0,0,0,1,232,224,1816,40.10686131,June,Tuesday,14,Local
11/13/2022 15:48,35879,1,1,0,1,1,232,228,1676,70.08536534,November,Sunday,15,Local
4/12/2022 3:05,28498,0,1,1,0,0,225,221,1912,68.6559973,April,Tuesday,3,Local
4/7/2022 15:52,28345,0,1,1,0,0,225,217,1812,81.18684938,April,Thursday,15,Local
4/25/2020 9:37,3953,1,0,0,0,0,226,226,1831,73.1146632,April,Saturday,9,Local
6/3/2023 2:43,42778,0,1,1,1,1,220,219,1983,91.04095549,June,Saturday,2,Local
8/26/2023 19:46,45679,0,1,0,0,0,228,221,1989,46.12702564,August,Saturday,19,Local
9/15/2022 16:09,33859,1,1,1,0,1,222,216,1771,84.31014297,September,Thursday,16,Local
7/2/2020 17:31,6293,1,0,0,1,1,238,235,1521,68.00029048,July,Thursday,17,Local
3/25/2021 8:07,15389,1,1,0,0,1,231,225,1939,25.16016298,March,Thursday,8,Local
1/14/2020 16:40,470,0,1,0,0,0,230,229,1968,62.60750775,January,Tuesday,16,Local
3/21/2020 17:45,2766,1,1,0,0,1,227,225,1780,43.73338982,March,Saturday,17,Local
4/25/2020 11:43,3956,0,0,1,1,0,226,219,1545,97.54366566,April,Saturday,11,Local
6/9/2023 10:47,42995,0,0,1,0,0,235,235,1535,96.00461796,June,Friday,10,Local
9/13/2022 8:05,33779,0,0,0,1,0,225,221,1515,30.40496239,September,Tuesday,8,Local
8/15/2023 2:45,45278,0,1,1,0,1,239,231,1887,87.52820721,August,Tuesday,2,Local
11/22/2020 23:00,11198,1,1,0,0,1,224,218,1925,25.85843109,November,Sunday,23,Local
6/27/2023 2:05,43599,0,0,0,0,0,227,225,1859,70.12439685,June,Tuesday,2,Local
1/9/2022 17:43,25334,0,1,1,0,1,237,233,1771,20.2456123,January,Sunday,17,Local
9/3/2023 2:59,45929,1,0,0,0,1,226,220,1871,45.85904528,September,Sunday,2,Local
12/31/2022 1:13,37502,0,1,1,0,1,230,221,1606,77.37265249,December,Saturday,1,Local
2/10/2020 19:44,1399,1,1,0,0,1,231,223,1613,61.50079685,February,Monday,19,Local
9/21/2020 11:58,9059,1,0,1,1,1,231,225,1876,63.03121468,September,Monday,11,Local
1/12/2021 14:13,12932,0,1,1,0,0,221,215,1609,26.41350791,January,Tuesday,14,Local
6/26/2021 5:24,18570,0,1,0,1,0,232,232,1552,13.10401273,June,Saturday,5,Local
9/26/2023 10:14,46727,0,1,1,1,0,233,227,1700,51.29347368,September,Tuesday,10,Local
12/14/2021 11:41,24435,0,1,1,0,0,220,216,1590,95.39806804,December,Tuesday,11,Local
4/14/2023 10:38,41077,1,1,0,0,0,230,224,1770,50.83935649,April,Friday,10,Local
9/9/2020 13:20,8650,0,1,0,0,1,228,223,1944,35.79188464,September,Wednesday,13,Local
4/20/2020 4:52,3775,1,1,1,1,1,229,226,1920,83.10668108,April,Monday,4,Local
12/17/2022 19:45,37049,0,0,1,0,0,227,218,1986,10.06664999,December,Saturday,19,Local
5/21/2023 21:04,42359,1,1,1,1,0,239,235,1886,47.46830424,May,Sunday,21,Local
8/11/2022 16:35,32661,0,1,0,1,0,238,233,1721,88.40970023,August,Thursday,16,Local
10/23/2021 15:02,22659,0,0,0,0,1,234,230,1730,10.01578949,October,Saturday,15,Local
11/19/2023 6:32,48571,0,1,1,0,0,232,231,1849,92.43050471,November,Sunday,6,Local
9/3/2020 15:46,8448,0,1,0,0,1,236,234,1692,59.30705917,September,Thursday,15,Local
8/4/2023 1:50,44900,1,1,1,1,0,230,230,1592,82.13826441,August,Friday,1,Local
8/25/2021 4:53,20624,1,0,0,1,1,228,225,1501,72.77441538,August,Wednesday,4,Local
7/11/2022 7:54,31587,0,0,0,0,1,221,215,1771,13.10766551,July,Monday,7,Local
8/23/2023 13:59,45568,0,1,1,0,0,235,230,1862,20.09063816,August,Wednesday,13,Local
2/24/2023 0:09,39384,1,1,1,1,0,225,216,1511,37.34520077,February,Friday,0,Local
8/26/2022 11:11,33167,0,1,0,1,1,228,219,1540,41.41156397,August,Friday,11,Local
5/5/2022 11:02,29297,0,1,0,0,1,230,227,1858,92.09270435,May,Thursday,11,Local
3/18/2020 0:44,2639,0,1,0,0,1,224,222,1679,52.06024401,March,Wednesday,0,Local
3/2/2023 11:44,39606,1,0,0,0,1,227,226,1562,21.11280781,March,Thursday,11,Local
9/9/2022 22:48,33663,1,0,1,0,0,227,223,1647,53.98596181,September,Friday,22,Local
1/23/2023 11:58,38305,1,1,1,0,0,223,218,1656,96.15856384,January,Monday,11,Local
10/22/2023 12:03,47620,0,1,1,1,1,225,218,1744,83.03721828,October,Sunday,12,Local
5/27/2021 23:54,17569,1,0,1,0,1,232,230,1783,49.32922947,May,Thursday,23,Local
10/17/2021 10:28,22447,1,0,1,0,1,232,226,1650,13.92924016,October,Sunday,10,Local
2/9/2022 14:28,26391,0,1,0,1,1,225,216,1880,20.90332153,February,Wednesday,14,Local
5/9/2020 15:36,4441,0,1,0,1,1,220,218,1741,53.32437826,May,Saturday,15,Local
1/19/2021 20:43,13181,0,1,1,1,0,235,235,1852,59.03130481,January,Tuesday,20,Local
3/23/2023 9:31,40322,0,0,1,1,0,238,235,1863,22.06637184,March,Thursday,9,Local
1/5/2023 15:04,37693,1,1,1,0,1,232,225,1690,57.43587646,January,Thursday,15,Local
9/25/2020 9:52,9193,1,0,0,0,1,228,223,1651,92.05876746,September,Friday,9,Local
4/7/2020 21:49,3354,1,1,1,0,1,232,229,1622,37.66876328,April,Tuesday,21,Local
10/31/2023 12:36,47929,1,0,0,1,0,222,216,1810,73.68926831,October,Tuesday,12,Local
3/11/2022 15:37,27420,1,0,1,0,1,230,226,1871,99.18810586,March,Friday,15,Local
10/10/2022 22:21,34724,1,0,0,0,1,224,217,1648,69.65990882,October,Monday,22,Local
5/14/2023 9:40,42103,0,1,0,0,0,238,231,1994,32.96463467,May,Sunday,9,Local
11/1/2022 17:10,35470,1,1,0,1,0,224,223,1732,81.01105345,November,Tuesday,17,Local
5/10/2023 13:09,41971,0,1,0,1,1,227,218,1688,79.57178026,May,Wednesday,13,Local
6/20/2021 21:52,18388,1,1,1,1,0,235,230,1974,58.84617417,June,Sunday,21,Local
10/14/2023 11:20,47345,0,1,0,0,0,235,232,1538,34.29795855,October,Saturday,11,Local
9/29/2021 5:51,21824,1,0,0,0,0,230,222,1554,40.58013787,September,Wednesday,5,Local
12/26/2021 11:43,24846,1,1,0,0,0,232,229,1932,58.26692884,December,Sunday,11,Local
7/21/2021 13:01,19437,0,1,1,0,1,229,223,1705,53.97202685,July,Wednesday,13,Local
6/19/2022 12:24,30840,0,1,0,0,1,226,222,1731,79.74418865,June,Sunday,12,Local
8/31/2023 9:06,45835,0,1,0,1,1,230,230,1853,94.54734143,August,Thursday,9,Local
12/3/2022 6:45,36551,1,0,1,1,1,220,216,1766,92.4566508,December,Saturday,6,Local
7/19/2020 5:28,6858,1,1,1,1,1,236,235,1534,65.88484604,July,Sunday,5,Local
2/19/2023 19:14,39240,0,0,0,1,0,222,213,1770,58.07664386,February,Sunday,19,Local
10/2/2023 7:05,46928,0,0,0,1,0,225,223,1736,42.09389741,October,Monday,7,Local
4/30/2023 21:11,41640,0,1,1,0,1,220,216,1552,37.2825193,April,Sunday,21,Local
12/3/2020 12:42,11560,1,0,1,1,0,236,236,1712,51.44926067,December,Thursday,12,Local
9/29/2022 16:33,34339,0,1,0,0,1,237,228,1987,69.67789936,September,Thursday,16,Local
12/29/2022 0:52,37433,0,1,1,1,1,230,225,1924,31.3405645,December,Thursday,0,Local
11/20/2023 18:16,48622,0,1,0,1,0,230,229,1572,46.50291267,November,Monday,18,Local
9/15/2023 7:55,46347,0,1,1,0,1,233,227,1989,90.42355602,September,Friday,7,Local
12/23/2021 17:50,24752,1,1,1,0,0,223,221,1740,12.90033824,December,Thursday,17,Local
7/20/2022 0:03,31884,1,0,0,1,1,234,229,1787,40.62002427,July,Wednesday,0,Local
12/26/2022 6:59,37339,1,0,0,0,1,224,222,1816,52.90965994,December,Monday,6,Local
4/29/2022 5:46,29084,0,1,1,0,0,220,215,1942,97.44727012,April,Friday,5,Local
1/17/2020 18:58,576,1,0,1,0,0,220,212,1847,17.49839805,January,Friday,18,Local
9/19/2021 23:00,21506,1,1,0,0,0,225,219,1871,75.42739608,September,Sunday,23,Local
6/17/2020 15:12,5776,0,0,0,1,1,239,239,1974,86.31138606,June,Wednesday,15,Local
10/27/2023 13:18,47793,0,0,0,0,1,239,230,1673,72.52280174,October,Friday,13,Local
12/21/2022 11:21,37174,1,1,1,1,0,223,219,1557,95.94223819,December,Wednesday,11,Local
6/5/2022 12:00,30360,0,0,1,1,0,226,222,1718,27.72757953,June,Sunday,12,Local
12/4/2021 14:48,24097,0,1,0,0,0,236,230,1602,90.34225738,December,Saturday,14,Local
11/24/2023 16:11,48756,0,0,1,0,1,226,222,1990,66.17579913,November,Friday,16,Local
4/6/2020 23:24,3322,0,1,0,0,1,238,231,1915,56.93809471,April,Monday,23,Local
10/20/2021 18:21,22561,1,1,1,0,1,222,213,1560,72.2989861,October,Wednesday,18,Local
10/6/2022 21:39,34586,1,1,0,1,1,236,231,1926,68.42623095,October,Thursday,21,Local
8/29/2023 13:39,45773,0,0,0,0,0,225,220,1681,13.45890798,August,Tuesday,13,Local
9/15/2022 11:15,33852,0,0,0,1,0,228,227,1712,95.0057563,September,Thursday,11,Local
10/3/2022 8:51,34465,1,0,1,1,0,239,236,1573,77.0485724,October,Monday,8,Local
9/14/2023 8:47,46314,0,1,0,0,0,221,213,1653,30.33694741,September,Thursday,8,Local
6/26/2020 5:14,6070,0,1,1,1,0,234,227,1839,33.62979122,June,Friday,5,Local
8/19/2023 4:52,45418,0,0,0,0,1,227,225,1853,17.48827922,August,Saturday,4,Local
7/26/2021 10:03,19604,0,1,0,1,1,224,219,1932,13.92370913,July,Monday,10,Local
7/3/2020 13:50,6322,1,0,0,1,0,231,222,1657,45.56592804,July,Friday,13,Local
5/6/2021 0:53,16817,1,1,0,1,1,224,216,1848,76.2275661,May,Thursday,0,Local
5/16/2021 15:17,17180,1,1,1,0,1,238,234,1883,77.61558957,May,Sunday,15,Local
7/28/2020 16:32,7182,0,1,1,0,1,225,223,1989,89.94230089,July,Tuesday,16,Local
7/8/2021 23:40,19007,1,1,1,0,0,227,226,1570,36.36114266,July,Thursday,23,Local
3/3/2020 4:44,2131,0,1,0,1,1,238,237,1637,41.85656141,March,Tuesday,4,Local
10/25/2020 17:19,10231,1,1,1,0,1,230,222,1755,88.49289494,October,Sunday,17,Local
7/26/2021 18:28,19616,1,0,1,1,0,236,232,1988,20.21625923,July,Monday,18,Local
1/25/2020 20:23,852,0,1,0,0,0,227,227,1722,63.9227422,January,Saturday,20,Local
1/3/2021 2:27,12607,1,1,0,0,0,230,222,1698,61.46388878,January,Sunday,2,Local
11/25/2023 8:18,48779,0,1,1,1,0,228,225,1694,56.90341828,November,Saturday,8,Local
9/7/2020 17:53,8588,0,1,0,0,0,238,237,1776,73.39792109,September,Monday,17,Local
4/12/2022 0:59,28495,1,1,0,1,1,236,231,1775,44.29683538,April,Tuesday,0,Local
10/29/2022 21:11,35373,0,1,1,0,0,226,218,1503,65.39591805,October,Saturday,21,Local
11/21/2021 3:02,23635,1,0,1,0,1,239,232,1908,84.87337052,November,Sunday,3,Local
3/10/2023 2:39,39867,1,1,1,0,1,235,234,1579,97.68118048,March,Friday,2,Local
6/9/2021 10:26,17995,0,1,0,0,0,225,219,1569,95.90347431,June,Wednesday,10,Local
10/19/2022 20:48,35030,1,1,1,0,0,235,235,1877,51.85353369,October,Wednesday,20,Local
5/3/2023 5:57,41721,1,0,0,1,0,221,212,1733,28.81527595,May,Wednesday,5,Local
6/19/2023 14:40,43343,0,1,0,1,1,222,213,1822,66.87675628,June,Monday,14,Local
4/5/2023 0:16,40754,0,0,1,0,1,221,220,1930,97.72632745,April,Wednesday,0,Local
1/26/2022 12:41,25909,0,1,1,1,0,239,232,1658,56.56316213,January,Wednesday,12,Local
2/8/2020 18:40,1329,0,1,0,0,1,226,220,1886,77.9131832,February,Saturday,18,Local
5/5/2022 17:21,29306,0,1,1,1,1,234,226,1881,43.52917482,May,Thursday,17,Local
9/4/2020 8:35,8472,1,1,0,0,0,234,232,1590,80.94359402,September,Friday,8,Local
10/8/2022 0:59,34625,1,0,1,1,1,239,232,1981,94.35005978,October,Saturday,0,Local
3/28/2021 4:06,15486,0,1,0,1,1,227,226,1667,51.84793593,March,Sunday,4,Local
5/4/2023 2:59,41751,0,0,0,1,1,239,238,1605,88.90959144,May,Thursday,2,Local
6/27/2023 11:54,43613,1,1,0,1,1,239,237,1756,16.40051325,June,Tuesday,11,Local
8/12/2023 8:52,45184,0,1,1,0,1,231,224,1983,33.35461843,August,Saturday,8,Local
7/11/2021 14:44,19097,1,0,0,1,0,221,219,1824,26.93793764,July,Sunday,14,Local
